tank,sample,date,no_leaves,no_leaves_avg,lux_growbed,notes,diseases,height,height_avg,root_length_avg
1,A,2017-07-24,6,NA,NA,NA,green,2.5,NA,NA
1,A,2017-07-26,6,NA,NA,NA,none,2.3,NA,NA
1,A,2017-07-28,7,NA,NA,NA,none,2.4,NA,NA
1,A,2017-07-30,7,NA,NA,NA,none,3.2,NA,NA
1,A,2017-07-31,8,NA,NA,NA,none,3,NA,NA
1,A,2017-08-02,7,NA,NA,NA,stopped straightening leaves,3,NA,NA
1,A,2017-08-05,8,NA,NA,NA,none,3.5,NA,NA
1,A,2017-08-07,NA,NA,NA,NA,none,4.4,NA,NA
1,A,2017-08-09,9,NA,NA,NA,1 dead cot + leaf,4.9,NA,NA
1,A,2017-08-11,11,NA,NA,NA,2 dead cots,5.5,NA,NA
1,A,2017-08-12,9,NA,NA,NA,2 leaves browning,6.1,NA,NA
1,A,2017-08-14,10,NA,NA,NA,1 dead cot,5.5,NA,NA
1,A,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-07-24,4,NA,NA,NA,purple,0.8,NA,NA
1,B,2017-07-26,4,NA,NA,NA,none,0.8,NA,NA
1,B,2017-07-28,5,NA,NA,NA,none,0.9,NA,NA
1,B,2017-07-30,5,NA,NA,NA,rock wool cube highest,2,NA,NA
1,B,2017-07-31,6,NA,NA,NA,none,1.9,NA,NA
1,B,2017-08-02,6,NA,NA,NA,stopped straightening leaves,1.8,NA,NA
1,B,2017-08-05,7,NA,NA,NA,none,2.6,NA,NA
1,B,2017-08-07,NA,NA,NA,NA,none,3.1,NA,NA
1,B,2017-08-09,7,NA,NA,NA,1 brown cot,4.1,NA,NA
1,B,2017-08-11,8,NA,NA,NA,none,6,NA,NA
1,B,2017-08-12,8,NA,NA,NA,None,5.8,NA,NA
1,B,2017-08-14,8,NA,NA,NA,1 brown string,5.6,NA,NA
1,B,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,B,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,C,2017-07-24,5,NA,NA,NA,purple,2.4,NA,NA
1,C,2017-07-26,5,NA,NA,NA,none,2.8,NA,NA
1,C,2017-07-28,6,NA,NA,NA,none,3.6,NA,NA
1,C,2017-07-30,7,NA,NA,NA,none,3.9,NA,NA
1,C,2017-07-31,7,NA,NA,NA,none,4.4,NA,NA
1,C,2017-08-02,8,NA,NA,NA,stopped straightening leaves,4.8,NA,NA
1,C,2017-08-05,9,NA,NA,NA,none,5,NA,NA
1,C,2017-08-07,NA,NA,NA,NA,none,5.3,NA,NA
1,C,2017-08-09,8,NA,NA,NA,tip of 2 leaves = brown,6.1,NA,NA
1,C,2017-08-11,9,NA,NA,NA,none,7,NA,NA
1,C,2017-08-12,8,NA,NA,NA,One branch fell on growbed/whtie syrofoam part,9.1,NA,NA
1,C,2017-08-14,7,NA,NA,NA,NA,6.5,NA,NA
1,C,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,C,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,C,2017-08-21,NA,NA,NA,NA,Smallest red variety - 7cm,NA,NA,NA
1,C,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,C,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,C,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-07-24,5,NA,NA,NA,purple,2.3,NA,NA
1,D,2017-07-26,5,NA,NA,NA,none,2.3,NA,NA
1,D,2017-07-28,5,NA,NA,NA,none,2,NA,NA
1,D,2017-07-30,7,NA,NA,NA,none,3.9,NA,NA
1,D,2017-07-31,7,NA,NA,NA,none,3,NA,NA
1,D,2017-08-02,7,NA,NA,NA,stopped straightening leaves,3.2,NA,NA
1,D,2017-08-05,8,NA,NA,NA,none,3.3,NA,NA
1,D,2017-08-07,NA,NA,NA,NA,none,5.5,NA,NA
1,D,2017-08-09,7,NA,NA,NA,none,6.1,NA,NA
1,D,2017-08-11,8,NA,NA,NA,tilted leaves,5,NA,NA
1,D,2017-08-12,9,NA,NA,NA,None,5.1,NA,NA
1,D,2017-08-14,10,NA,NA,NA,NA,5.5,NA,NA
1,D,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,D,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,E,2017-07-24,5,NA,NA,NA,green,2.2,NA,NA
1,E,2017-07-26,4,NA,NA,NA,none,2,NA,NA
1,E,2017-07-28,5,NA,NA,NA,none,2.2,NA,NA
1,E,2017-07-30,5,NA,NA,NA,cot yellowing,3.2,NA,NA
1,E,2017-07-31,6,NA,NA,NA,none,4,NA,NA
1,E,2017-08-02,8,NA,NA,NA,stopped straightening leaves,4.2,NA,NA
1,E,2017-08-05,8,NA,NA,NA,none,3.7,NA,NA
1,E,2017-08-07,NA,NA,NA,NA,white flies,5.1,NA,NA
1,E,2017-08-09,8,NA,NA,NA,none,6.6,NA,NA
1,E,2017-08-11,10,NA,NA,NA,none,5.5,NA,NA
1,E,2017-08-12,12,NA,NA,NA,2 edges were browning,5.1,NA,NA
1,E,2017-08-14,16,NA,NA,NA,Very green,5.3,NA,NA
1,E,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,E,2017-08-18,NA,NA,NA,NA,Larger than other green variety. 20 leaves,NA,NA,NA
1,E,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,E,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,E,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,E,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-07-24,5,NA,NA,NA,purple,1.5,NA,NA
1,F,2017-07-26,5,NA,NA,NA,dead bug on leaf,1.2,NA,NA
1,F,2017-07-28,6,NA,NA,NA,none,1.4,NA,NA
1,F,2017-07-30,6,NA,NA,NA,none,2.5,NA,NA
1,F,2017-07-31,7,NA,NA,NA,none,2.9,NA,NA
1,F,2017-08-02,7,NA,NA,NA,stopped straightening leaves,4,NA,NA
1,F,2017-08-05,7,NA,NA,NA,none,4.7,NA,NA
1,F,2017-08-07,NA,NA,NA,NA,3 leaves turning brown,5.2,NA,NA
1,F,2017-08-09,5,NA,NA,NA,none,5.6,NA,NA
1,F,2017-08-11,5,NA,NA,NA,NA,5.6,NA,NA
1,F,2017-08-12,7,NA,NA,NA,NA,7.5,NA,NA
1,F,2017-08-14,9,NA,NA,NA,NA,7.3,NA,NA
1,F,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,F,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-07-24,5,NA,NA,NA,purple,2.3,NA,NA
1,G,2017-07-26,4,NA,NA,NA,none,2.5,NA,NA
1,G,2017-07-28,5,NA,NA,NA,none,2.6,NA,NA
1,G,2017-07-30,5,NA,NA,NA,none,3,NA,NA
1,G,2017-07-31,7,NA,NA,NA,none,3.4,NA,NA
1,G,2017-08-02,6,NA,NA,NA,stopped straightening leaves,4,NA,NA
1,G,2017-08-05,8,NA,NA,NA,none,5,NA,NA
1,G,2017-08-07,NA,NA,NA,NA,none,4.1,NA,NA
1,G,2017-08-09,8,NA,NA,NA,NA,4.9,NA,NA
1,G,2017-08-11,8,NA,NA,NA,NA,7.5,NA,NA
1,G,2017-08-12,11,NA,NA,NA,NA,8.2,NA,NA
1,G,2017-08-14,12,NA,NA,NA,NA,6.2,NA,NA
1,G,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,G,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,Growth Bed,2017-07-24,NA,4.769230769230769,NA,NA,NA,NA,1.8846153846153848,NA
1,Growth Bed,2017-07-26,NA,4.846153846153846,NA,NA,NA,NA,1.7692307692307694,NA
1,Growth Bed,2017-07-28,NA,5.384615384615385,NA,NA,NA,NA,2.146153846153846,NA
1,Growth Bed,2017-07-30,NA,6,NA,NA,NA,NA,3,NA
1,Growth Bed,2017-07-31,NA,6.461538461538462,NA,NA,NA,NA,3.1923076923076916,NA
1,Growth Bed,2017-08-02,NA,6.769230769230769,NA,NA,NA,NA,3.3769230769230765,NA
1,Growth Bed,2017-08-05,NA,7.538461538461538,NA,NA,NA,NA,4.0076923076923086,NA
1,Growth Bed,2017-08-07,NA,NA,NA,NA,NA,NA,4.523076923076922,NA
1,Growth Bed,2017-08-09,NA,7.538461538461538,37600,NA,NA,NA,5.376923076923077,20
1,Growth Bed,2017-08-11,NA,8.076923076923077,32400,NA,NA,NA,5.800000000000001,22.5
1,Growth Bed,2017-08-12,NA,8.615384615384619,NA,NA,NA,NA,6.353846153846153,NA
1,Growth Bed,2017-08-14,NA,10.30769230769231,28600,NA,NA,NA,5.615384615384615,16
1,Growth Bed,2017-08-16,NA,15,NA,NA,NA,NA,7,NA
1,Growth Bed,2017-08-18,NA,18,NA,Green leaf and height average smaller than red variety,NA,NA,7,NA
1,Growth Bed,2017-08-21,NA,18,NA,Green variety smaller than red,NA,NA,10,NA
1,Growth Bed,2017-08-23,NA,14.3,NA,"Plants in back right are fuller than front and back left, smallest is green variety",NA,NA,9.75,NA
1,Growth Bed,2017-08-25,NA,15.67,NA,NA,NA,NA,10.33,20.6
1,Growth Bed,2017-08-28,NA,16,NA,Front corner plants (near biofilter inlet) are smaller than others,NA,NA,10.860000000000001,20.830000000000002
1,H,2017-07-24,4,NA,NA,NA,green,1.3,NA,NA
1,H,2017-07-26,6,NA,NA,NA,none,2.9,NA,NA
1,H,2017-07-28,6,NA,NA,NA,none,3.7,NA,NA
1,H,2017-07-30,7,NA,NA,NA,none,4.3,NA,NA
1,H,2017-07-31,6,NA,NA,NA,none,4.4,NA,NA
1,H,2017-08-02,8,NA,NA,NA,stopped straightening leaves,4,NA,NA
1,H,2017-08-05,8,NA,NA,NA,none,5.1,NA,NA
1,H,2017-08-07,NA,NA,NA,NA,none,5,NA,NA
1,H,2017-08-09,9,NA,NA,NA,1 limping leaf,6.3,NA,NA
1,H,2017-08-11,9,NA,NA,NA,NA,8,NA,NA
1,H,2017-08-12,9,NA,NA,NA,NA,8.9,NA,NA
1,H,2017-08-14,14,NA,NA,NA,1 leaf touched water in growbed,4.5,NA,NA
1,H,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,H,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,H,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,H,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,H,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,H,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-07-24,5,NA,NA,NA,purple,2.9,NA,NA
1,I,2017-07-26,4,NA,NA,NA,none,1.1,NA,NA
1,I,2017-07-28,4,NA,NA,NA,none,1.5,NA,NA
1,I,2017-07-30,4,NA,NA,NA,none,1.5,NA,NA
1,I,2017-07-31,5,NA,NA,NA,none,2.6,NA,NA
1,I,2017-08-02,5,NA,NA,NA,stopped straightening leaves,2.6,NA,NA
1,I,2017-08-05,6,NA,NA,NA,none,3.1,NA,NA
1,I,2017-08-07,NA,NA,NA,NA,none,3.7,NA,NA
1,I,2017-08-09,7,NA,NA,NA,1 leaf limping,4.1,NA,NA
1,I,2017-08-11,7,NA,NA,NA,NA,4,NA,NA
1,I,2017-08-12,7,NA,NA,NA,3 edges are brown,6.1,NA,NA
1,I,2017-08-14,7,NA,NA,NA,Very green,6,NA,NA
1,I,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,I,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-07-24,5,NA,NA,NA,purple,2.7,NA,NA
1,J,2017-07-26,5,NA,NA,NA,none,2.6,NA,NA
1,J,2017-07-28,6,NA,NA,NA,none,3.9,NA,NA
1,J,2017-07-30,8,NA,NA,NA,none,5,NA,NA
1,J,2017-07-31,7,NA,NA,NA,none,5,NA,NA
1,J,2017-08-02,8,NA,NA,NA,none,5,NA,NA
1,J,2017-08-05,9,NA,NA,NA,none,5.2,NA,NA
1,J,2017-08-07,NA,NA,NA,NA,none,6,NA,NA
1,J,2017-08-09,11,NA,NA,NA,NA,7.1,NA,NA
1,J,2017-08-11,11,NA,NA,NA,NA,8,NA,NA
1,J,2017-08-12,11,NA,NA,NA,NA,7.3,NA,NA
1,J,2017-08-14,15,NA,NA,NA,NA,7,NA,NA
1,J,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,J,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-07-24,5,NA,NA,NA,purple,1.2,NA,NA
1,K,2017-07-26,5,NA,NA,NA,none,0.9,NA,NA
1,K,2017-07-28,6,NA,NA,NA,none,1.6,NA,NA
1,K,2017-07-30,6,NA,NA,NA,none,1.8,NA,NA
1,K,2017-07-31,7,NA,NA,NA,none,2,NA,NA
1,K,2017-08-02,6,NA,NA,NA,none,2.4,NA,NA
1,K,2017-08-05,7,NA,NA,NA,none,3.8,NA,NA
1,K,2017-08-07,NA,NA,NA,NA,none,3.7,NA,NA
1,K,2017-08-09,7,NA,NA,NA,NA,4.9,NA,NA
1,K,2017-08-11,7,NA,NA,NA,NA,5,NA,NA
1,K,2017-08-12,8,NA,NA,NA,NA,5.2,NA,NA
1,K,2017-08-14,9,NA,NA,NA,1 brown cot,6.1,NA,NA
1,K,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,K,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-07-24,4,NA,NA,NA,green,1.6,NA,NA
1,L,2017-07-26,5,NA,NA,NA,none,0.6,NA,NA
1,L,2017-07-28,4,NA,NA,NA,none,1,NA,NA
1,L,2017-07-30,5,NA,NA,NA,none,2.1,NA,NA
1,L,2017-07-31,5,NA,NA,NA,none,2.4,NA,NA
1,L,2017-08-02,5,NA,NA,NA,NA,2,NA,NA
1,L,2017-08-05,5,NA,NA,NA,none,2.1,NA,NA
1,L,2017-08-07,NA,NA,NA,NA,none,2.7,NA,NA
1,L,2017-08-09,5,NA,NA,NA,NA,3.6,NA,NA
1,L,2017-08-11,5,NA,NA,NA,NA,3.5,NA,NA
1,L,2017-08-12,6,NA,NA,NA,1 edge is browning,3.6,NA,NA
1,L,2017-08-14,5,NA,NA,NA,ant near plants,2.5,NA,NA
1,L,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,L,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-07-24,4,NA,NA,NA,purple,0.8,NA,NA
1,M,2017-07-26,5,NA,NA,NA,none,1,NA,NA
1,M,2017-07-28,5,NA,NA,NA,none,1.1,NA,NA
1,M,2017-07-30,6,NA,NA,NA,none,2.6,NA,NA
1,M,2017-07-31,6,NA,NA,NA,none,2.5,NA,NA
1,M,2017-08-02,7,NA,NA,NA,NA,2.9,NA,NA
1,M,2017-08-05,8,NA,NA,NA,none,5,NA,NA
1,M,2017-08-07,NA,NA,NA,NA,none,5,NA,NA
1,M,2017-08-09,7,NA,NA,NA,NA,5.6,NA,NA
1,M,2017-08-11,7,NA,NA,NA,1 leaf tilted,4.8,NA,NA
1,M,2017-08-12,7,NA,NA,NA,1 leaf was stomped on,4.6,NA,NA
1,M,2017-08-14,12,NA,NA,NA,brown strings,5,NA,NA
1,M,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1,M,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-07-24,5,NA,NA,NA,Purple,2,NA,NA
2,A,2017-07-26,5,NA,NA,NA,none,2,NA,NA
2,A,2017-07-28,6,NA,NA,NA,none,2,NA,NA
2,A,2017-07-30,6,NA,NA,NA,none,3,NA,NA
2,A,2017-07-31,7,NA,NA,NA,2 bottom leaves died,3.8,NA,NA
2,A,2017-08-02,7,NA,NA,NA,none,3.7,NA,NA
2,A,2017-08-05,6,NA,NA,NA,none,4,NA,NA
2,A,2017-08-07,8,NA,NA,NA,1 leaves turning yellow,5.1,NA,NA
2,A,2017-08-09,7,NA,NA,NA,1 leaves turning yellow,5.5,NA,NA
2,A,2017-08-11,8,NA,NA,NA,none,6.2,NA,NA
2,A,2017-08-12,7,NA,NA,NA,none,6.1,NA,NA
2,A,2017-08-14,8,NA,NA,NA,"1 leaf turn brown,1 edge turn yellow",6.2,NA,NA
2,A,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,A,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-07-24,5,NA,NA,NA,Green,1.8,NA,NA
2,B,2017-07-26,6,NA,NA,NA,none,1.9,NA,NA
2,B,2017-07-28,7,NA,NA,NA,none,2.1,NA,NA
2,B,2017-07-30,6,NA,NA,NA,none,2.6,NA,NA
2,B,2017-07-31,7,NA,NA,NA,none,3,NA,NA
2,B,2017-08-02,6,NA,NA,NA,bottom leaves died,2.9,NA,NA
2,B,2017-08-05,7,NA,NA,NA,none,3.1,NA,NA
2,B,2017-08-07,7,NA,NA,NA,none,3.1,NA,NA
2,B,2017-08-09,8,NA,NA,NA,1 leaves turning yellow and the edges of  other 1 leaves,3.9,NA,NA
2,B,2017-08-11,7,NA,NA,NA,ants on the leaves,4.2,NA,NA
2,B,2017-08-12,7,NA,NA,NA,1 left edge turning yellow.,4.1,NA,NA
2,B,2017-08-14,7,NA,NA,NA,"1 L turn brown, 1edge turn yellow",3.9,NA,NA
2,B,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,B,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-07-24,4,NA,NA,NA,Purple,2.2,NA,NA
2,C,2017-07-26,5,NA,NA,NA,none,2.3,NA,NA
2,C,2017-07-28,6,NA,NA,NA,none,2.9,NA,NA
2,C,2017-07-30,6,NA,NA,NA,none,2.3,NA,NA
2,C,2017-07-31,7,NA,NA,NA,none,3,NA,NA
2,C,2017-08-02,7,NA,NA,NA,none,2.9,NA,NA
2,C,2017-08-05,8,NA,NA,NA,none,3.3,NA,NA
2,C,2017-08-07,8,NA,NA,NA,none,4.6,NA,NA
2,C,2017-08-09,7,NA,NA,NA,2 bottom died,4.7,NA,NA
2,C,2017-08-11,7,NA,NA,NA,"1 leaves turning brown, and 1 leaves edges turning yellow",5.4,NA,NA
2,C,2017-08-12,8,NA,NA,NA,none,5.4,NA,NA
2,C,2017-08-14,7,NA,NA,NA,none,5.4,NA,NA
2,C,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,C,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,D,2017-07-24,5,NA,NA,NA,Purple,2.3,NA,NA
2,D,2017-07-26,6,NA,NA,NA,none,2.5,NA,NA
2,D,2017-07-28,6,NA,NA,NA,none,3.3,NA,NA
2,D,2017-07-30,7,NA,NA,NA,none,3.4,NA,NA
2,D,2017-07-31,7,NA,NA,NA,none,4.3,NA,NA
2,D,2017-08-02,8,NA,NA,NA,none,5.1,NA,NA
2,D,2017-08-05,8,NA,NA,NA,none,4.8,NA,NA
2,D,2017-08-07,9,NA,NA,NA,none,5.2,NA,NA
2,D,2017-08-09,8,NA,NA,NA,2 bottom died,6.1,NA,NA
2,D,2017-08-11,8,NA,NA,NA,none,6.3,NA,NA
2,D,2017-08-12,10,NA,NA,NA,none,7.3,NA,NA
2,D,2017-08-14,13,NA,NA,NA,none,7.6,NA,NA
2,D,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,D,2017-08-18,NA,NA,NA,NA,Largest plant height and number of leaves,NA,NA,NA
2,D,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,D,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,D,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,D,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-07-24,5,NA,NA,NA,Purple,2.5,NA,NA
2,E,2017-07-26,5,NA,NA,NA,none,2,NA,NA
2,E,2017-07-28,6,NA,NA,NA,none,3.6,NA,NA
2,E,2017-07-30,6,NA,NA,NA,none,2.5,NA,NA
2,E,2017-07-31,7,NA,NA,NA,none,3.6,NA,NA
2,E,2017-08-02,8,NA,NA,NA,none,3.6,NA,NA
2,E,2017-08-05,9,NA,NA,NA,none,3.6,NA,NA
2,E,2017-08-07,8,NA,NA,NA,none,5.4,NA,NA
2,E,2017-08-09,10,NA,NA,NA,none,5.4,NA,NA
2,E,2017-08-11,9,NA,NA,NA,none,5.5,NA,NA
2,E,2017-08-12,9,NA,NA,NA,none,6.2,NA,NA
2,E,2017-08-14,9,NA,NA,NA,none,6.3,NA,NA
2,E,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,E,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-07-24,5,NA,NA,NA,Green,2,NA,NA
2,F,2017-07-26,5,NA,NA,NA,none,1.5,NA,NA
2,F,2017-07-28,5,NA,NA,NA,2 small leaves are turning yellow,2.1,NA,NA
2,F,2017-07-30,4,NA,NA,NA,none,1.7,NA,NA
2,F,2017-07-31,4,NA,NA,NA,2 leaves in bottom died,2.1,NA,NA
2,F,2017-08-02,4,NA,NA,NA,bottom leaves died,2.2,NA,NA
2,F,2017-08-05,5,NA,NA,NA,none,2.5,NA,NA
2,F,2017-08-07,5,NA,NA,NA,2 leaves are turning yellow,2.5,NA,NA
2,F,2017-08-09,6,NA,NA,NA,1 leaves edges turning yellow,2.1,NA,NA
2,F,2017-08-11,5,NA,NA,NA,1 leaves edge turn yellow,2.3,NA,NA
2,F,2017-08-12,7,NA,NA,NA,none,1.9,NA,NA
2,F,2017-08-14,6,NA,NA,NA,none,2,NA,NA
2,F,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,F,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-07-24,5,NA,NA,NA,Purple,3,NA,NA
2,G,2017-07-26,6,NA,NA,NA,none,2.1,NA,NA
2,G,2017-07-28,6,NA,NA,NA,none,3.2,NA,NA
2,G,2017-07-30,6,NA,NA,NA,none,3.1,NA,NA
2,G,2017-07-31,7,NA,NA,NA,none,4.1,NA,NA
2,G,2017-08-02,8,NA,NA,NA,none,4.1,NA,NA
2,G,2017-08-05,9,NA,NA,NA,none,3.5,NA,NA
2,G,2017-08-07,9,NA,NA,NA,none,5.4,NA,NA
2,G,2017-08-09,9,NA,NA,NA,none,6.1,NA,NA
2,G,2017-08-11,8,NA,NA,NA,none,6.1,NA,NA
2,G,2017-08-12,9,NA,NA,NA,none,6.5,NA,NA
2,G,2017-08-14,8,NA,NA,NA,none,6.8,NA,NA
2,G,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
2,G,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
2,Growth Bed,2017-07-24,NA,4.9230769230769225,NA,NA,NA,NA,2.0307692307692307,NA
2,Growth Bed,2017-07-26,NA,5.153846153846154,NA,NA,NA,NA,1.6642857142857148,NA
2,Growth Bed,2017-07-28,NA,5.9230769230769225,NA,NA,NA,NA,2.357142857142857,NA
2,Growth Bed,2017-07-30,NA,5.846153846153846,NA,NA,NA,NA,2.2642857142857142,NA
